"host","source","subdomain_listed","api_host_listed","api_row_count","valid_hostname_syntax","dns_resolves","address_count","sample_addresses","verification_note"
"rp-cf.sea.apse3.aws.indriverapp.com","api_methods.csv","False","True","3","True","False","0","","Exception calling ""GetHostAddresses"" with ""1"" argument(s): ""No such host is known"""
"rp-cf.sea.apse3.indriverapp.com","api_methods.csv","False","True","3","True","False","0","","Exception calling ""GetHostAddresses"" with ""1"" argument(s): ""This is usually a temporary error during hostname resolution and means that the local server did not receive a response from an authoritative server"""
"rush.console3.com","Subdomains.csv","True","False","0","True","True","2","188.42.196.15;188.42.196.189",""
"s.indrive.com","Subdomains.csv","True","False","0","True","True","4","52.85.154.113;52.85.154.22;52.85.154.41",""
"s.indriver.com","Subdomains.csv","True","False","0","True","True","4","52.85.154.113;52.85.154.22;52.85.154.41",""
"s3-kz.indriver.com","Subdomains.csv","True","False","0","True","True","1","185.102.74.214",""
"sc-cf.euce1.indriverapp.com","api_methods.csv","False","True","4","True","True","4","3.174.113.13;3.174.113.65;3.174.113.7",""
"scim1p.console3.com","Subdomains.csv","True","False","0","True","False","0","","Exception calling ""GetHostAddresses"" with ""1"" argument(s): ""No such host is known"""
"scim1p-test.console3.com","Subdomains.csv","True","False","0","True","False","0","","Exception calling ""GetHostAddresses"" with ""1"" argument(s): ""No such host is known"""
"services.indrive.cl","Subdomains.csv","True","False","0","True","True","4","52.85.154.118;52.85.154.45;52.85.154.79",""
"services.indrive.com","Subdomains.csv","True","False","0","True","True","4","52.85.154.118;52.85.154.45;52.85.154.79",""
"services.indrive.com.co","Subdomains.csv","True","False","0","True","True","4","52.85.154.118;52.85.154.45;52.85.154.79",""
"sfc-cf.euce1.indriverapp.com","api_methods.csv","False","True","7","True","False","0","","Exception calling ""GetHostAddresses"" with ""1"" argument(s): ""No such host is known"""
"sgtm.indrive.com","Subdomains.csv","True","False","0","True","True","4","3.164.206.101;3.164.206.128;3.164.206.73",""
"share.indriver.com","Subdomains.csv","True","False","0","True","True","2","162.159.140.159;172.66.0.157",""
"sharetrip.indrive.com","Subdomains.csv","True","False","0","True","True","4","52.85.154.19;52.85.154.49;52.85.154.61",""
"sharetrip.indriver.com","Subdomains.csv","True","False","0","True","True","4","3.164.68.108;3.164.68.111;3.164.68.124",""
"sm.indriver.com","Subdomains.csv","True","False","0","True","True","4","3.164.68.108;3.164.68.111;3.164.68.124",""
"sn-api-cf.africa.afso1.aws.indriverapp.com","api_methods.csv","False","True","2","True","False","0","","Exception calling ""GetHostAddresses"" with ""1"" argument(s): ""No such host is known"""
"sn-api-cf.cis.euce1.aws.indriverapp.com","api_methods.csv","False","True","2","True","False","0","","Exception calling ""GetHostAddresses"" with ""1"" argument(s): ""No such host is known"""
"sn-api-cf.eu.euce1.aws.indriverapp.com","api_methods.csv","False","True",,"True","False","0","","Exception calling ""GetHostAddresses"" with ""1"" argument(s): ""No such host is known"""
"sn-api-cf.latam.saea1.aws.indriverapp.com","api_methods.csv","False","True","2","True","False","0","","Exception calling ""GetHostAddresses"" with ""1"" argument(s): ""No such host is known"""
"sn-api-cf.latam-br.saea1.aws.indriverapp.com","api_methods.csv","False","True","2","True","False","0","","Exception calling ""GetHostAddresses"" with ""1"" argument(s): ""No such host is known"""
"sn-api-cf.latam-co.saea1.aws.indriverapp.com","api_methods.csv","False","True","2","True","False","0","","Exception calling ""GetHostAddresses"" with ""1"" argument(s): ""No such host is known"""
"sn-api-cf.latam-mx.usea1.aws.indriverapp.com","api_methods.csv","False","True","2","True","False","0","","Exception calling ""GetHostAddresses"" with ""1"" argument(s): ""No such host is known"""
"sn-api-cf.latam-pe.saea1.aws.indriverapp.com","api_methods.csv","False","True","2","True","False","0","","Exception calling ""GetHostAddresses"" with ""1"" argument(s): ""No such host is known"""
"sn-api-cf.mena.meso1.aws.indriverapp.com","api_methods.csv","False","True","2","True","True","4","13.33.235.23;13.33.235.37;13.33.235.46",""
"sn-api-cf.mena-eg.meso1.aws.indriverapp.com","api_methods.csv","False","True",,"True","True","4","52.85.154.116;52.85.154.19;52.85.154.26",""
"sn-api-cf.sa.apso1.aws.indriverapp.com","api_methods.csv","False","True","2","True","False","0","","Exception calling ""GetHostAddresses"" with ""1"" argument(s): ""No such host is known"""
"sn-api-cf.sa-in.apso1.aws.indriverapp.com","api_methods.csv","False","True","2","True","False","0","","Exception calling ""GetHostAddresses"" with ""1"" argument(s): ""No such host is known"""
"sn-api-cf.sea.apse3.aws.indriverapp.com","api_methods.csv","False","True","2","True","False","0","","Exception calling ""GetHostAddresses"" with ""1"" argument(s): ""No such host is known"""
"spb.indriver.com","Subdomains.csv","True","False","0","True","True","4","3.164.68.108;3.164.68.111;3.164.68.124",""
"sp-get.indriver.com","Subdomains.csv","True","False","0","True","True","1","142.91.156.105",""
"status.indriver.io","Subdomains.csv","True","False","0","True","False","0","","Exception calling ""GetHostAddresses"" with ""1"" argument(s): ""No such host is known"""
"super_services.indrive.com","Subdomains.csv","True","False","0","False","False","0","","invalid hostname syntax"
"super_services.indriver.com","Subdomains.csv","True","False","0","False","False","0","","invalid hostname syntax"
"super-services.console3.com","Subdomains.csv","True","False","0","True","False","0","","Exception calling ""GetHostAddresses"" with ""1"" argument(s): ""No such host is known"""
"super-services.indriverapp.com","api_methods.csv","False","True","16","True","False","0","","Exception calling ""GetHostAddresses"" with ""1"" argument(s): ""No such host is known"""
"super-services-admin-api.console3.com","Subdomains.csv","True","False","0","True","False","0","","Exception calling ""GetHostAddresses"" with ""1"" argument(s): ""No such host is known"""
"support-frontend.console3.com","Subdomains.csv","True","False","0","True","True","3","18.192.160.215;18.196.146.151;3.123.96.199",""
"sur-cf.fr1.baremetal.indriverapp.com","api_methods.csv","False","True",,"True","False","0","","Exception calling ""GetHostAddresses"" with ""1"" argument(s): ""No such host is known"""
"t2.console3.com","Subdomains.csv","True","False","0","True","False","0","","Exception calling ""GetHostAddresses"" with ""1"" argument(s): ""No such host is known"""
"t2.double.console3.com","Subdomains.csv","True","False","0","True","True","1","23.109.128.212",""
"talaria.online","api_methods.csv","False","True","2","True","True","4","3.174.230.11;3.174.230.15;3.174.230.62",""
