start_date_time,MCORR_E,relative_to_median,z_positive,iris_radiation_proxy
2021-01-06 12:00:00,322.634,-0.01234288233241287,0.0,0.05
2021-01-06 13:00:00,322.991,-0.011250022959230563,0.0,0.05
2021-01-06 14:00:00,323.982,-0.008216343298659699,0.0,0.05
2021-01-06 15:00:00,323.265,-0.01041124573723623,0.0,0.05
2021-01-06 16:00:00,323.015,-0.011176553421537627,0.0,0.05
2021-01-06 17:00:00,322.682,-0.012195943257026996,0.0,0.05
2021-01-06 18:00:00,322.915,-0.011482676495258082,0.0,0.05
2021-01-06 19:00:00,323.283,-0.010356143583966441,0.0,0.05
2021-01-06 20:00:00,323.296,-0.010316347584382839,0.0,0.05
2021-01-06 21:00:00,322.831,-0.011739819877183361,0.0,0.05
2021-01-06 22:00:00,321.793,-0.014917377382402792,0.0,0.05
2021-01-06 23:00:00,322.59,-0.012477576484850036,0.0,0.05
2021-01-07 00:00:00,321.665,-0.015309214916765065,0.0,0.05
2021-01-07 01:00:00,321.977,-0.01435411092675706,0.0,0.05
2021-01-07 02:00:00,321.479,-0.01587860383388541,0.0,0.05
2021-01-07 03:00:00,321.07,-0.01713064720540247,0.0,0.05
2021-01-07 04:00:00,321.456,-0.015949012140841042,0.0,0.05
2021-01-07 05:00:00,322.536,-0.012642882944659057,0.0,0.05
2021-01-07 06:00:00,321.48,-0.015875542603148104,0.0,0.05
2021-01-07 07:00:00,322.652,-0.012287780179143254,0.0,0.05
2021-01-07 08:00:00,322.952,-0.011369410957981543,0.0,0.05
2021-01-07 09:00:00,322.277,-0.013435741705595349,0.0,0.05
2021-01-07 10:00:00,322.084,-0.014026559237875977,0.0,0.05
2021-01-07 11:00:00,322.135,-0.01387043647027853,0.0,0.05
2021-01-07 12:00:00,323.786,-0.008816344523152074,0.0,0.05
2021-01-07 13:00:00,323.931,-0.00837246606625732,0.0,0.05
2021-01-07 14:00:00,323.933,-0.00836634360478288,0.0,0.05
2021-01-07 15:00:00,323.718,-0.009024508213282004,0.0,0.05
2021-01-07 16:00:00,323.752,-0.008920426368217039,0.0,0.05
2021-01-07 17:00:00,323.593,-0.009407162055432702,0.0,0.05
2021-01-07 18:00:00,323.434,-0.009893897742648365,0.0,0.05
2021-01-07 19:00:00,323.264,-0.010414306967973365,0.0,0.05
2021-01-07 20:00:00,323.705,-0.00906430421286578,0.0,0.05
2021-01-07 21:00:00,323.413,-0.009958183588129728,0.0,0.05
2021-01-07 22:00:00,324.514,-0.006587768546466381,0.0,0.05
2021-01-07 23:00:00,322.986,-0.011265329112916578,0.0,0.05
